0.85904,0.92782,0.25287,0.29884,0.17052,0.73594,0.42833,0.56795,0.47437,0.24567,0.10423,0.86909,0.99752,0.44862,0.30752,0.85831,0.797,0.86989,-1
0.60604,0.45773,0.35945,0.30696,0.84333,0.93485,0.44457,0.82801,0.29662,0.61687,0.97579,0.91434,0.84525,0.86415,0.34671,0.35657,0.43845,0.51226,1
0.9976,0.37324,0.5174,0.50499,0.6189,0.60557,0.74623,0.19593,0.81567,0.67936,0.80341,0.644,0.71844,0.92478,0.31537,0.25064,0.28564,0.36586,1
0.78341,0.10406,0.19753,0.42184,0.74206,0.49083,0.0055254,0.39212,0.010015,0.47146,0.59788,0.76166,0.36275,0.91282,0.97797,0.84592,0.69943,0.47599,1
0.40625,0.5132,0.061812,0.63584,0.8448,0.4415,0.19193,0.48755,0.35853,0.55154,0.74388,0.31235,0.65022,0.52226,0.043545,0.37666,0.2801,0.13228,1
0.041379,0.62903,0.30338,0.81341,0.22282,0.97121,0.60978,0.6478,0.73791,0.44094,0.035982,0.61587,0.017487,0.93232,0.32932,0.95412,0.13538,0.2948,1
0.16105,0.54884,0.15358,0.65442,0.14035,0.79665,0.40584,0.66264,0.049427,0.57852,0.26485,0.95922,0.69811,0.46736,0.63708,0.011251,0.14733,0.21381,1
0.4153,0.89873,0.93182,0.91665,0.39911,0.0094451,0.84626,0.68377,0.39731,0.88677,0.52243,0.69477,0.88652,0.41167,0.48111,0.92655,0.026431,0.09274,1
0.16676,0.35297,0.98812,0.28707,0.56363,0.40271,0.38093,0.47919,0.060165,0.23652,0.29048,0.39183,0.25494,0.4884,0.053684,0.86223,0.41506,0.48713,1
0.65563,0.41393,0.80529,0.16349,0.8619,0.94759,0.54656,0.42614,0.41708,0.94561,0.32539,0.66653,0.37427,0.10029,0.21329,0.22286,0.0072862,0.42003,1
0.59001,0.29369,0.4235,0.3298,0.45784,0.82978,0.49777,0.15944,0.97112,0.49234,0.084269,0.97433,0.92642,0.29543,0.80421,0.87084,0.5463,0.88487,1
0.88193,0.42492,0.90322,0.17331,0.79101,0.47618,0.68118,0.90584,0.82842,0.083717,0.52057,0.072915,0.94809,0.99962,0.72846,0.28589,0.21089,0.83359,1
0.96101,0.97691,0.85793,0.61497,0.61552,0.35277,0.83396,0.095092,0.23089,0.95483,0.57718,0.78351,0.53042,0.17517,0.54446,0.081392,0.73301,0.53137,-1
0.17253,0.013556,0.62345,0.51914,0.25446,0.36695,0.055696,0.5185,0.37126,0.85378,0.34704,0.94735,0.59728,0.42881,0.40137,0.82045,0.59958,0.13568,1
0.39651,0.20124,0.96811,0.83644,0.60998,0.24468,0.78827,0.35602,0.12505,0.5101,0.40397,0.86561,0.49952,0.58965,0.014998,0.89335,0.56212,0.028449,1
0.05162,0.31091,0.90929,0.71912,0.43317,0.99714,0.23138,0.77159,0.59307,0.10914,0.21512,0.051819,0.29353,0.75185,0.92248,0.60657,0.31821,0.71885,1
0.81436,0.69677,0.70288,0.97564,0.98348,0.031137,0.93889,0.74485,0.75225,0.41252,0.58666,0.94165,0.24747,0.55021,0.22989,0.69148,0.99931,0.64706,1
0.59562,0.79153,0.79412,0.43067,0.91678,0.89779,0.72978,0.5602,0.65895,0.83525,0.64476,0.44422,0.82004,0.87806,0.23845,0.41354,0.37873,0.97305,1
0.45329,0.22781,0.86896,0.83955,0.13335,0.95134,0.17908,0.023152,0.14485,0.67427,0.083273,0.43724,0.23138,0.42455,0.57862,0.14028,0.53891,0.62039,1
0.35868,0.53976,0.4082,0.39134,0.66098,0.73028,0.41556,0.67797,0.092243,0.4577,0.97105,0.11667,0.89342,0.89528,0.41211,0.06749,0.25495,0.1467,1
0.7952,0.12979,0.88182,0.53127,0.547,0.6266,0.68977,0.94165,0.46642,0.098313,0.43514,0.73037,0.86827,0.85282,0.52598,0.78542,0.6306,0.74092,1
0.50068,0.36045,0.93911,0.14999,0.57904,0.29749,0.90561,0.76523,0.026879,0.60875,0.31625,0.8426,0.38443,0.601,0.94149,0.98167,0.22505,0.69264,1
0.029454,0.67572,0.02493,0.11383,0.83369,0.26819,0.93641,0.57727,0.72836,0.84649,0.41985,0.28623,0.78201,0.456,0.45086,0.90922,0.8271,0.12596,1
0.29486,0.81787,0.54848,0.98325,0.47517,0.67225,0.19805,0.27025,0.45398,0.72545,0.65335,0.099092,0.36906,0.25206,0.42608,0.38171,0.77582,0.56184,1
0.48392,0.27283,0.28801,0.42408,0.82587,0.68673,0.317,0.10718,0.76105,0.72097,0.98484,0.34524,0.14505,0.96169,0.021561,0.12772,0.97818,0.87752,1
